chord_1,chord_2,chord_3,chord_4
ii<sup>7</sup>,IV<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,I<sup>6</sup>
ii<sup>7</sup>,IV<sup>6</sup><sub>4</sub>,V,V<sup>4</sup><sub>2</sub>
ii<sup>7</sup>,IV<sup>6</sup><sub>4</sub>,V,I<sup>6</sup><sub>4</sub>
ii<sup>7</sup>,IV<sup>6</sup><sub>4</sub>,V<sup>7</sup>/iii,V<sup>6</sup><sub>5</sub>/iii
ii<sup>7</sup>,IV<sup>6</sup><sub>4</sub>,IV<sup>7</sup>,iii<sup>7</sup>
ii<sup>7</sup>,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>5</sub>,V<sup>7</sup>
ii<sup>7</sup>,IV<sup>6</sup><sub>4</sub>,IV<sup>6</sup>,IV
ii<sup>7</sup>,IV<sup>6</sup><sub>4</sub>,vii<sup>??</sup><sup>7</sup>,vi<sup>4</sup><sub>3</sub>
ii<sup>7</sup>,IV<sup>6</sup><sub>4</sub>,vii<sup>7</sup>,V<sup>7</sup>/vi
ii<sup>7</sup>,IV<sup>6</sup><sub>4</sub>,V<sup>4</sup><sub>3</sub>/vi,V<sup>7</sup>/vi
ii<sup>7</sup>,♭VII,I,vi
ii<sup>7</sup>,♭VII,I,V<sup>6</sup>
ii<sup>7</sup>,♭VII,I,I<sup>7</sup>
ii<sup>7</sup>,♭VII,ii<sup>7</sup>,V
ii<sup>7</sup>,♭VII,ii<sup>7</sup>,IV<sup>7</sup>
ii<sup>7</sup>,♭VII,V,I
ii<sup>7</sup>,♭VII,V,vi
ii<sup>7</sup>,♭VII,V<sup>7</sup>/vi,♭VII
ii<sup>7</sup>,♭VII,V<sup>7</sup>/vi,V<sup>7</sup>/ii
ii<sup>7</sup>,♭VII,IV,♭VII
ii<sup>7</sup>,♭VII,IV,I
ii<sup>7</sup>,♭VII,V/V,V<sup>6</sup>
ii<sup>7</sup>,♭VII,vi,iii<sup>6</sup>
ii<sup>7</sup>,V<sup>6</sup>,I,V
ii<sup>7</sup>,V<sup>6</sup>,I,V<sup>6</sup>
ii<sup>7</sup>,V<sup>6</sup>,I,ii
ii<sup>7</sup>,V<sup>6</sup>,V,ii<sup>7</sup>
ii<sup>7</sup>,V<sup>6</sup>,V,I
